file_path,machine_id,label,label_name,duration,sample_rate,number_of_samples
D:\pump\id_02\normal\00000893.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000996.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000217.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000925.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000969.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\abnormal\00000067.wav,id_04,1,abnormal,10.0,16000,160000
D:\pump\id_00\normal\00000848.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000231.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000718.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\abnormal\00000063.wav,id_02,1,abnormal,10.0,16000,160000
D:\pump\id_02\abnormal\00000064.wav,id_02,1,abnormal,10.0,16000,160000
D:\pump\id_06\normal\00000897.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000407.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000823.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000384.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000391.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000192.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000524.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000073.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000114.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000948.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000182.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\abnormal\00000018.wav,id_06,1,abnormal,10.0,16000,160000
D:\pump\id_06\normal\00001001.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000084.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\abnormal\00000132.wav,id_00,1,abnormal,10.0,16000,160000
D:\pump\id_02\normal\00000332.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000963.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000523.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000701.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000472.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000673.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000924.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000295.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000361.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000222.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000115.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000074.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000469.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\abnormal\00000017.wav,id_00,1,abnormal,10.0,16000,160000
D:\pump\id_00\normal\00000117.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000499.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000057.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000463.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000148.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000234.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000832.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000640.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000512.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000880.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000388.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000390.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\abnormal\00000053.wav,id_02,1,abnormal,10.0,16000,160000
D:\pump\id_00\normal\00000302.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_04\abnormal\00000089.wav,id_04,1,abnormal,10.0,16000,160000
D:\pump\id_00\normal\00000814.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000175.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000302.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000562.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_00\abnormal\00000080.wav,id_00,1,abnormal,10.0,16000,160000
D:\pump\id_02\normal\00000173.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000545.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000290.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000319.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000448.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000594.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000152.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000271.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\abnormal\00000061.wav,id_02,1,abnormal,10.0,16000,160000
D:\pump\id_02\normal\00000984.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000147.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000449.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000912.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000407.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000296.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\abnormal\00000040.wav,id_00,1,abnormal,10.0,16000,160000
D:\pump\id_06\normal\00000129.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000888.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000328.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000359.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000553.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000535.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000382.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000241.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000211.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000343.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000969.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000334.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000473.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000499.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\abnormal\00000001.wav,id_02,1,abnormal,10.0,16000,160000
D:\pump\id_00\normal\00000174.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000438.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000607.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000154.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000837.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000801.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000420.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000688.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000704.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000210.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000559.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000728.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000030.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000365.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000678.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000277.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000496.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000445.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000335.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000889.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000757.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000941.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000848.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000002.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_00\abnormal\00000006.wav,id_00,1,abnormal,10.0,16000,160000
D:\pump\id_06\normal\00000633.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000196.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000841.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000272.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\abnormal\00000099.wav,id_06,1,abnormal,10.0,16000,160000
D:\pump\id_04\normal\00000204.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000429.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000005.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000984.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000291.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000001.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000496.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_04\abnormal\00000061.wav,id_04,1,abnormal,10.0,16000,160000
D:\pump\id_00\normal\00000411.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000165.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_04\abnormal\00000070.wav,id_04,1,abnormal,10.0,16000,160000
D:\pump\id_06\normal\00000722.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000498.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000665.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000989.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000865.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000221.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000633.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000023.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000926.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000344.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000620.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000891.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000080.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\abnormal\00000060.wav,id_02,1,abnormal,10.0,16000,160000
D:\pump\id_02\normal\00000687.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000780.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000070.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000211.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000595.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000615.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000184.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000613.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000047.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000104.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000414.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000961.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000498.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000167.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000838.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000487.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000865.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000495.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000467.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_00\abnormal\00000097.wav,id_00,1,abnormal,10.0,16000,160000
D:\pump\id_02\normal\00000599.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000172.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000526.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000523.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\abnormal\00000074.wav,id_04,1,abnormal,10.0,16000,160000
D:\pump\id_04\abnormal\00000045.wav,id_04,1,abnormal,10.0,16000,160000
D:\pump\id_04\normal\00000568.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00001024.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000964.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\abnormal\00000131.wav,id_00,1,abnormal,10.0,16000,160000
D:\pump\id_04\normal\00000528.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_00\abnormal\00000007.wav,id_00,1,abnormal,10.0,16000,160000
D:\pump\id_04\normal\00000270.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000597.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000803.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000486.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000387.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000627.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000826.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000597.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000216.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\abnormal\00000094.wav,id_02,1,abnormal,10.0,16000,160000
D:\pump\id_04\normal\00000104.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000777.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000953.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000688.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000181.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000486.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000046.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000706.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000523.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000905.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000908.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000646.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000049.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000553.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000253.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000112.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000720.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000971.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000799.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000941.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000508.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000455.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000644.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\abnormal\00000037.wav,id_06,1,abnormal,10.0,16000,160000
D:\pump\id_02\normal\00000514.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000191.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000421.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000286.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000603.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000969.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000016.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000671.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000952.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000835.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000099.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000736.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000903.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000162.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000806.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000037.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000039.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000967.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\abnormal\00000025.wav,id_00,1,abnormal,10.0,16000,160000
D:\pump\id_06\normal\00000246.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000671.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000981.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\abnormal\00000085.wav,id_02,1,abnormal,10.0,16000,160000
D:\pump\id_04\normal\00000234.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000807.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000424.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000834.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000311.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000970.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\abnormal\00000013.wav,id_02,1,abnormal,10.0,16000,160000
D:\pump\id_00\normal\00000403.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000494.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000115.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000797.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\abnormal\00000072.wav,id_04,1,abnormal,10.0,16000,160000
D:\pump\id_00\normal\00000841.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000643.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000300.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000616.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000420.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000401.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000282.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000461.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000141.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000462.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000411.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000500.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000868.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000532.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000546.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000904.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000944.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000584.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000693.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000096.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000475.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000378.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000527.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000402.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000825.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\abnormal\00000081.wav,id_06,1,abnormal,10.0,16000,160000
D:\pump\id_00\normal\00000042.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000276.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000540.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\abnormal\00000141.wav,id_00,1,abnormal,10.0,16000,160000
D:\pump\id_00\abnormal\00000091.wav,id_00,1,abnormal,10.0,16000,160000
D:\pump\id_00\normal\00000067.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000141.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000334.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000054.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\abnormal\00000001.wav,id_06,1,abnormal,10.0,16000,160000
D:\pump\id_00\normal\00000917.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000818.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000158.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000158.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000998.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000075.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000542.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00001002.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000389.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000479.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000587.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000293.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000563.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000868.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000542.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000637.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000168.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000194.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000015.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\abnormal\00000010.wav,id_02,1,abnormal,10.0,16000,160000
D:\pump\id_02\normal\00000443.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000693.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000674.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000764.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000880.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000699.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000322.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000273.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000011.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000670.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000195.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_00\abnormal\00000020.wav,id_00,1,abnormal,10.0,16000,160000
D:\pump\id_00\normal\00000346.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000429.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000490.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000630.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\abnormal\00000001.wav,id_00,1,abnormal,10.0,16000,160000
D:\pump\id_04\normal\00000030.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000090.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000744.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000573.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000418.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000356.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\abnormal\00000029.wav,id_02,1,abnormal,10.0,16000,160000
D:\pump\id_02\normal\00000070.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000616.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000586.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000769.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000872.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000075.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000313.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000649.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000166.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000079.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000380.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000290.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\abnormal\00000059.wav,id_04,1,abnormal,10.0,16000,160000
D:\pump\id_04\normal\00000433.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000862.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000229.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000538.wav,id_00,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000436.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000212.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000907.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000919.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000180.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000106.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_06\normal\00000864.wav,id_06,0,normal,10.0,16000,160000
D:\pump\id_02\normal\00000190.wav,id_02,0,normal,10.0,16000,160000
D:\pump\id_04\normal\00000077.wav,id_04,0,normal,10.0,16000,160000
D:\pump\id_00\normal\00000951.wav,id_00,0,normal,10.0,16000,160000
