file_path,duration,sample_rate,number_of_samples,channels,machine_id,label,label_name
D:\pump\id_00\normal\00001004.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\normal\00001005.wav,10.0,16000,160000,8,id_00,0,normal
D:\pump\id_00\abnormal\00000000.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000001.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000002.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000003.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000004.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000005.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000006.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000007.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000008.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000009.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000010.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000011.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000012.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000013.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000014.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000015.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000016.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000017.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000018.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000019.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000020.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000021.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000022.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000023.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000024.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000025.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000026.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000027.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000028.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000029.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000030.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000031.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000032.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000033.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000034.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000035.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000036.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000037.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000038.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000039.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000040.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000041.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000042.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000043.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000044.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000045.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000046.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000047.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000048.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000049.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000050.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000051.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000052.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000053.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000054.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000055.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000056.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000057.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000058.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000059.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000060.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000061.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000062.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000063.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000064.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000065.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000066.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000067.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000068.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000069.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000070.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000071.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000072.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000073.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000074.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000075.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000076.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000077.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000078.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000079.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000080.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000081.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000082.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000083.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000084.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000085.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000086.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000087.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000088.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000089.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000090.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000091.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000092.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000093.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000094.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000095.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000096.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000097.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000098.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000099.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000100.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000101.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000102.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000103.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000104.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000105.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000106.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000107.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000108.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000109.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000110.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000111.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000112.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000113.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000114.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000115.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000116.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000117.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000118.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000119.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000120.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000121.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000122.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000123.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000124.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000125.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000126.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000127.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000128.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000129.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000130.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000131.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000132.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000133.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000134.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000135.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000136.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000137.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000138.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000139.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000140.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000141.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_00\abnormal\00000142.wav,10.0,16000,160000,8,id_00,1,abnormal
D:\pump\id_02\normal\00000000.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000001.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000002.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000003.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000004.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000005.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000006.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000007.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000008.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000009.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000010.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000011.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000012.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000013.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000014.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000015.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000016.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000017.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000018.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000019.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000020.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000021.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000022.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000023.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000024.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000025.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000026.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000027.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000028.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000029.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000030.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000031.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000032.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000033.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000034.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000035.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000036.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000037.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000038.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000039.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000040.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000041.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000042.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000043.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000044.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000045.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000046.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000047.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000048.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000049.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000050.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000051.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000052.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000053.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000054.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000055.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000056.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000057.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000058.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000059.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000060.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000061.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000062.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000063.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000064.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000065.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000066.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000067.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000068.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000069.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000070.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000071.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000072.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000073.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000074.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000075.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000076.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000077.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000078.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000079.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000080.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000081.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000082.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000083.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000084.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000085.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000086.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000087.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000088.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000089.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000090.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000091.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000092.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000093.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000094.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000095.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000096.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000097.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000098.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000099.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000100.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000101.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000102.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000103.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000104.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000105.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000106.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000107.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000108.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000109.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000110.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000111.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000112.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000113.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000114.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000115.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000116.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000117.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000118.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000119.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000120.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000121.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000122.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000123.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000124.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000125.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000126.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000127.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000128.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000129.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000130.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000131.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000132.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000133.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000134.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000135.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000136.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000137.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000138.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000139.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000140.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000141.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000142.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000143.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000144.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000145.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000146.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000147.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000148.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000149.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000150.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000151.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000152.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000153.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000154.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000155.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000156.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000157.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000158.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000159.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000160.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000161.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000162.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000163.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000164.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000165.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000166.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000167.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000168.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000169.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000170.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000171.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000172.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000173.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000174.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000175.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000176.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000177.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000178.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000179.wav,10.0,16000,160000,8,id_02,0,normal
D:\pump\id_02\normal\00000180.wav,10.0,16000,160000,8,id_02,0,normal
