file_path,machine_id,label,label_name,rms,spectral_centroid_hz,spectral_bandwidth_hz,spectral_rolloff_hz,spectral_flatness,zero_crossing_rate,dominant_frequency_hz,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std
D:\pump\id_06\normal\00000041.wav,id_06,0,normal,0.230317,1010.5,1352.98,1598.77,0.004556,0.067771,188.6,-61.083927,148.401215,10.04861,-1.583622,-9.385791,-5.221197,-4.08515,-5.315482,-11.686324,-7.905741,0.478458,2.04805,1.308725,9.409891,8.507631,7.267992,6.355181,6.801764,5.958224,5.345658,4.892236,4.97918,4.529936,4.667409,4.19602,3.715154
D:\pump\id_00\abnormal\00000105.wav,id_00,1,abnormal,0.105224,1667.09,1849.6,3622.38,0.048415,0.104297,71.6,-51.582924,101.590294,-1.47827,14.125147,3.3992,9.000371,1.864537,1.287536,-3.199665,-0.577546,-3.046377,0.195537,0.622842,13.450477,10.186298,10.411864,8.661042,6.603519,7.39327,6.426159,6.319733,5.891031,5.786433,5.161397,5.343301,4.980119
D:\pump\id_04\normal\00000502.wav,id_04,0,normal,0.219202,2788.32,2269.89,5874.83,0.149878,0.247208,431.4,48.813732,41.687206,0.027185,21.988379,13.462421,1.259809,-1.919541,-1.821625,-3.949939,7.30501,10.392071,6.988605,-8.784002,5.124151,3.386919,3.250877,3.038443,3.723062,2.756202,3.577713,3.166684,3.274044,2.806796,3.526574,3.102865,2.905926
D:\pump\id_00\normal\00000650.wav,id_00,0,normal,0.090063,1587.61,1757.18,3320.51,0.042617,0.106478,166.4,-69.617188,108.01857,-6.344407,9.597405,-2.72435,5.975683,4.364051,5.496451,-0.233413,-2.276585,-6.072247,0.947972,3.070462,14.730964,11.209938,8.051134,7.880927,8.073042,7.199142,6.565819,6.370705,5.447956,5.516957,4.758161,5.410703,4.190953
D:\pump\id_00\normal\00000060.wav,id_00,0,normal,0.117972,1984.49,1885.97,4071.51,0.090019,0.151085,166.2,-18.020947,83.18438,-14.928888,11.873315,0.639166,10.573277,2.421242,1.967223,-3.221905,-1.329361,-3.224513,1.950586,0.772701,14.112471,10.247396,10.167548,7.919814,8.093229,7.927502,6.40294,6.644895,5.565435,5.654358,5.307453,4.824156,4.775797
D:\pump\id_00\normal\00000697.wav,id_00,0,normal,0.119359,1590.32,1773.9,3414.46,0.036465,0.098914,166.1,-51.592358,106.273766,-3.679856,9.619612,-2.656701,11.207729,6.181664,8.922404,0.373834,0.060283,-4.807329,-0.223432,2.530216,16.545883,10.430182,10.721617,8.270311,8.540882,8.609575,8.156104,7.501289,6.603204,6.919521,6.540191,5.616072,5.318049
D:\pump\id_00\normal\00000209.wav,id_00,0,normal,0.165285,1931.35,1949.72,4205.85,0.07743,0.132037,71.7,7.416856,85.418579,-0.633963,17.808504,-2.382931,13.245585,2.245518,3.371343,-1.234223,0.877693,-2.778682,-2.125288,-0.287032,11.967901,10.003007,8.949732,6.290184,6.647171,5.936472,5.561067,5.520889,4.915381,4.821799,4.638905,4.382226,4.934257
D:\pump\id_02\normal\00000756.wav,id_02,0,normal,0.117522,1691.67,1779.87,3500.1,0.043846,0.128817,285.1,-39.993019,98.847778,-14.929089,11.750128,6.714276,18.020374,7.7263,-3.246796,-2.803895,1.172498,0.071098,-3.248829,-3.402076,13.662575,8.964473,8.420401,5.907705,5.620249,5.300295,6.104945,5.269838,5.490781,4.740252,4.552313,3.873787,4.627832
D:\pump\id_00\normal\00000950.wav,id_00,0,normal,0.100933,1813.43,1848.16,3802.79,0.055599,0.122785,416.7,-49.756134,94.017464,-10.424206,6.08388,-6.443798,3.597662,1.842542,1.280821,-3.288169,-2.557757,-6.867234,-6.846805,-4.653515,14.134377,9.653341,9.605027,7.131208,7.011093,6.108786,6.039613,5.743743,5.607623,5.455245,4.697462,4.707932,4.459107
D:\pump\id_04\normal\00000552.wav,id_04,0,normal,0.215433,2556.79,2128.94,5165.04,0.117259,0.228199,71.6,41.703152,50.075909,-2.207344,27.094114,8.707418,3.26044,-12.86254,-0.941976,-4.613064,2.141239,12.73657,0.386937,-11.792677,3.33509,2.71908,2.663646,2.719335,2.557225,2.658897,2.844596,2.75338,2.814972,2.578677,2.661031,2.626512,2.530051
D:\pump\id_04\normal\00000173.wav,id_04,0,normal,0.196603,2535.48,2243.84,5373.2,0.107596,0.19599,122.4,22.351891,50.790958,9.753164,28.602417,4.62049,-1.223403,-0.833517,4.133314,2.154846,2.052399,14.417156,7.573195,-4.428689,7.970569,7.336509,3.952626,3.822195,3.375739,3.384604,4.087204,4.046396,3.3038,3.32721,3.33774,3.401483,3.406299
D:\pump\id_06\normal\00000230.wav,id_06,0,normal,0.276094,938.5,1227.32,1773.29,0.004369,0.048529,188.5,-38.568424,154.795258,-6.503046,24.013796,-5.945618,5.960507,-4.176956,5.341459,-0.243997,-1.346062,-7.147986,0.552739,3.01681,17.645052,11.783141,8.375049,5.093887,3.681049,3.025971,3.36387,3.070968,3.672465,3.284712,3.223432,2.912579,2.876213
D:\pump\id_00\normal\00000752.wav,id_00,0,normal,0.114759,1677.52,1788.12,3524.59,0.044982,0.115253,165.8,-43.742725,103.242928,-8.134805,1.915962,-9.029278,2.583228,2.847112,4.73915,-4.43784,-3.317681,-1.842425,1.617246,0.508983,13.875224,8.82746,7.969383,7.368601,7.364167,6.307429,5.987874,5.59154,5.622131,5.568519,5.321604,5.186007,5.074562
D:\pump\id_04\normal\00000015.wav,id_04,0,normal,0.226541,2497.77,2183.43,5414.74,0.06557,0.19567,576.2,19.653839,51.955967,6.861033,28.363644,6.486477,-2.708765,-7.592777,7.261717,-7.317585,3.907002,14.64895,11.149669,-11.161648,3.416375,3.241704,2.766936,2.725877,2.7371,2.641806,2.890251,2.84842,3.078275,3.022311,2.762056,2.74999,2.534036
D:\pump\id_04\normal\00000505.wav,id_04,0,normal,0.232135,2690.37,2266.38,5691.54,0.143557,0.23204,71.7,55.027744,47.878849,3.103219,22.880863,11.08924,-1.425017,-5.164993,-3.179428,-7.185985,4.890302,8.6885,3.325365,-8.220343,3.269293,2.711282,2.901329,2.890225,2.742057,2.482024,2.513047,2.78248,2.639147,2.549409,2.486834,2.391641,2.846622
D:\pump\id_02\normal\00000594.wav,id_02,0,normal,0.199257,1644.0,1827.94,3569.24,0.034154,0.10309,45.0,-5.449075,100.084366,-7.67599,10.05233,8.207554,24.213726,10.530938,-2.919085,-0.43183,4.208747,5.431162,1.394672,-2.631155,12.583752,11.788263,7.685965,7.226442,6.323089,6.000791,5.511409,5.127757,5.442455,4.659755,4.297078,4.558973,4.370226
D:\pump\id_02\normal\00000340.wav,id_02,0,normal,0.184661,1857.19,1891.09,3971.77,0.055887,0.141494,100.0,11.01206,89.578781,-13.221893,2.705248,1.185941,19.504324,11.432872,3.554251,-1.081583,-2.251945,2.541,-1.001639,2.593114,7.748555,6.472861,5.480419,5.346189,6.012316,5.19922,4.22012,4.682655,3.93731,4.460789,4.359244,3.824009,3.798255
D:\pump\id_04\normal\00000371.wav,id_04,0,normal,0.211412,2843.28,2146.63,5661.52,0.091624,0.266436,2306.2,22.657766,35.825821,-6.823153,21.198952,5.211292,-8.101371,-11.613052,1.457382,-7.176299,4.219373,17.953423,-2.099622,-14.495154,3.287544,2.975945,2.754719,2.90097,3.019229,2.670104,2.452575,2.800766,2.814711,2.760155,2.934505,2.95879,2.938551
D:\pump\id_02\abnormal\00000040.wav,id_02,1,abnormal,0.222765,1537.46,1740.85,3189.87,0.027724,0.123794,1498.1,7.123571,109.519669,-10.222049,1.322455,4.500076,21.358068,12.529032,-1.525371,4.611914,3.921212,-3.083807,-4.114335,-3.310017,6.563863,6.918887,4.142309,4.471426,3.465866,3.541702,3.278059,3.326124,3.431385,2.93003,3.049181,2.607676,2.749056
D:\pump\id_06\normal\00000042.wav,id_06,0,normal,0.238853,1041.2,1417.94,1647.26,0.00533,0.0681,188.6,-53.763042,144.670929,12.8697,-3.475999,-7.198215,-4.45307,-4.732813,-5.951625,-11.579017,-6.445096,1.237092,1.815157,0.893863,9.106469,7.820241,5.724404,6.306301,5.012979,4.944232,4.148215,4.321241,3.996891,4.302166,3.875071,3.884203,3.61992
D:\pump\id_00\normal\00001000.wav,id_00,0,normal,0.146117,1824.57,1875.46,3905.1,0.067709,0.126393,166.0,-5.037611,92.488815,-8.247062,11.980101,-1.584936,9.656741,3.059017,4.044286,-0.770996,-1.288501,-3.428769,-1.138785,-0.774124,11.747169,7.906831,7.540569,6.384302,6.540558,5.509558,4.959758,5.088299,4.692422,4.444606,4.445037,4.772815,4.805363
D:\pump\id_00\normal\00000588.wav,id_00,0,normal,0.103134,1494.88,1726.3,3195.71,0.032177,0.090786,166.2,-65.998634,111.73494,-1.874056,14.195086,-3.888919,7.199696,5.779895,4.730494,-2.524676,-3.895226,-5.104405,-1.685404,0.616796,12.246125,9.399386,8.375781,8.99961,7.629772,6.250386,5.372697,5.481492,5.44867,5.285668,5.006658,4.795364,4.577584
D:\pump\id_06\normal\00000824.wav,id_06,0,normal,0.287293,1605.73,1794.52,3738.44,0.017295,0.073645,188.2,0.193252,99.643654,3.468644,20.244856,-10.553542,8.740382,-9.026684,0.725799,-13.619084,-2.022781,-8.183703,-2.669265,-3.444238,12.869685,15.751274,12.115511,5.061122,4.975231,4.333518,3.916943,4.478293,3.803339,3.444512,3.357904,3.200858,3.234398
D:\pump\id_02\normal\00000163.wav,id_02,0,normal,0.188054,1759.3,1856.67,3745.48,0.04987,0.125807,47.5,6.759689,94.223907,-10.293249,14.683896,8.442219,16.136124,4.314267,-0.549247,0.39879,4.409752,1.81617,-4.094646,-0.068221,12.183908,10.052774,7.340399,7.568783,6.250469,5.905335,5.782593,5.648327,5.299843,5.068525,4.291255,4.65308,4.74108
D:\pump\id_06\normal\00000003.wav,id_06,0,normal,0.261703,1051.27,1445.26,1728.81,0.005454,0.061559,189.4,-45.615055,143.317963,15.317258,-3.203186,-8.584888,-3.347577,-4.058907,-4.298422,-10.940414,-6.316936,0.39169,1.6443,-0.598045,10.83018,9.693336,6.60202,6.309808,6.028979,5.700735,5.587442,4.515139,5.18433,4.843471,4.345769,3.933674,4.000738
D:\pump\id_06\normal\00000151.wav,id_06,0,normal,0.253479,1069.94,1453.22,1715.75,0.005271,0.068269,188.4,-48.342239,141.644318,10.882334,-5.657187,-4.574131,2.232004,0.057592,-4.109508,-11.303285,-14.23899,-8.027439,3.463936,9.131713,8.838154,6.42425,5.450376,5.880971,5.556455,5.011608,4.716238,4.490947,4.168926,4.291683,3.670111,3.452939,3.494871
D:\pump\id_06\normal\00000093.wav,id_06,0,normal,0.229871,983.77,1283.94,1761.06,0.00471,0.063406,187.7,-55.499016,148.53952,-0.342798,18.96554,-7.337153,6.446694,-6.139261,-4.75916,-11.698954,-5.599785,-3.442981,2.558107,2.1428,9.17758,8.691795,7.145503,6.014945,5.404893,5.189278,5.397919,5.272567,4.457236,4.149228,4.040132,3.997387,3.496708
D:\pump\id_00\normal\00000898.wav,id_00,0,normal,0.162947,1680.65,1806.46,3582.44,0.04917,0.110634,165.9,-6.244009,99.619766,-7.644717,15.099946,0.276316,10.35368,4.679468,3.59211,-2.47078,-1.405448,-5.344464,-3.203594,-0.609286,14.540117,9.466542,8.065699,7.019742,7.138502,6.96627,6.082331,5.933559,5.127863,5.172587,4.92705,5.026321,4.327449
D:\pump\id_02\abnormal\00000044.wav,id_02,1,abnormal,0.193436,1647.71,1778.63,3337.96,0.0362,0.131318,1494.8,4.235642,104.250015,-13.906264,-4.284477,1.085079,15.197089,11.634561,0.8355,1.611808,1.787281,-0.716716,-1.325854,1.312342,6.733038,5.381689,4.137035,4.138807,3.306599,3.79091,3.890929,3.220109,3.519648,3.325907,2.97888,3.12567,3.079293
D:\pump\id_04\normal\00000540.wav,id_04,0,normal,0.228026,2651.24,2135.52,5252.65,0.110984,0.225636,428.9,40.552074,42.352711,-5.578358,25.632736,11.329525,7.708701,-12.310108,-1.328543,-1.145004,4.154066,11.516622,1.70442,-8.220298,3.952617,3.107914,3.138797,3.852257,3.648586,3.064829,2.940907,2.856094,2.914485,3.264363,3.439767,2.629611,3.630554
D:\pump\id_02\normal\00000885.wav,id_02,0,normal,0.117666,1667.58,1834.37,3532.35,0.031444,0.123418,45.0,-62.887619,97.407158,-9.226089,9.763556,6.919345,19.941523,12.839569,1.85906,4.474355,6.054288,-1.969964,-3.871284,-2.626086,11.605912,8.213055,6.895251,5.994296,6.161184,5.824293,5.820776,4.953561,5.051908,3.940139,3.894703,4.313,4.296674
D:\pump\id_02\normal\00000787.wav,id_02,0,normal,0.111704,1833.38,1834.07,3754.49,0.051396,0.153089,1491.0,-44.460938,91.122391,-15.656802,8.291224,6.084185,21.698055,11.282381,-1.368107,1.185052,3.936885,-2.463379,-4.37006,-2.660052,15.988602,12.32876,9.246758,6.859896,7.209251,5.672226,6.405015,5.453676,4.882512,4.878586,4.343807,4.535829,4.83288
D:\pump\id_06\abnormal\00000013.wav,id_06,1,abnormal,0.20849,1223.63,1402.44,2157.12,0.013553,0.086137,287.7,-15.903745,137.031799,-16.565092,-2.502823,-9.754577,-1.315657,-5.030827,-2.660467,-14.495171,-5.621422,-6.621233,-1.035077,3.802076,8.569925,4.228605,3.332772,3.44836,3.383302,3.216518,3.297235,2.989974,2.979186,2.940357,2.778687,2.848276,3.297786
D:\pump\id_06\normal\00000035.wav,id_06,0,normal,0.225456,1291.95,1664.33,2779.63,0.011093,0.072172,188.7,-38.011726,119.187477,20.482029,12.530301,-19.357805,-7.571119,-0.012701,-3.786749,-17.988201,1.685,-2.504188,-2.507922,2.582529,7.787539,4.520241,6.054893,4.364074,4.933109,4.243762,4.013342,3.976263,3.823061,3.915502,3.63823,3.560636,3.326954
D:\pump\id_02\abnormal\00000023.wav,id_02,1,abnormal,0.235197,1655.54,1787.3,3434.16,0.035444,0.13187,1497.4,21.367901,103.066704,-12.208638,-3.664267,-1.282699,17.719755,10.800249,0.936375,5.588868,0.939025,-4.315406,-3.488153,0.54033,5.497201,5.083414,3.525725,4.028125,2.973828,3.677935,3.574135,2.842759,3.136438,3.240097,3.069306,2.653948,3.101449
D:\pump\id_06\normal\00001020.wav,id_06,0,normal,0.225361,1452.84,1818.59,3347.24,0.01776,0.070804,188.5,-21.008343,109.905952,16.265966,10.589995,-6.095191,3.50191,-0.861872,3.305381,-11.379188,-0.944811,1.44205,-5.024412,-4.907376,7.569703,5.172768,6.444304,4.645071,5.694093,4.085732,4.774871,4.167947,4.451705,3.957944,3.919821,4.100962,3.649545
D:\pump\id_00\normal\00000845.wav,id_00,0,normal,0.123299,1767.29,1862.72,3766.75,0.057572,0.116687,166.5,-30.174952,94.152763,-6.827184,15.909158,2.140734,10.897703,7.580398,5.629495,-1.072111,-1.381168,-4.713063,-3.931593,-1.216955,16.252499,9.693857,9.973925,8.023637,7.919549,7.679811,7.029864,6.426731,5.57479,5.902099,4.82221,5.445999,4.515924
D:\pump\id_02\normal\00000992.wav,id_02,0,normal,0.098954,1977.77,1918.11,4125.45,0.069146,0.154454,1489.1,-48.88409,83.484604,-12.857814,6.096569,-0.327034,16.24328,8.404809,-1.719524,-3.016141,3.578425,2.46784,-1.745194,6.172919,17.558792,8.917423,9.447921,7.49858,7.877818,5.458129,5.766425,5.424356,6.4345,5.318918,5.461285,5.066401,5.26625
D:\pump\id_04\normal\00000343.wav,id_04,0,normal,0.24399,2784.87,2141.65,5634.76,0.073908,0.268488,2307.2,30.789848,40.059048,-8.235101,15.679045,1.626019,-7.8117,-5.649009,9.549267,-1.494854,-0.765717,10.005335,-1.690874,-11.899296,3.290794,2.762833,2.621433,2.663419,2.814248,2.65224,2.650587,2.911602,2.669477,2.379675,2.404716,2.763572,2.55393
D:\pump\id_06\normal\00000817.wav,id_06,0,normal,0.284028,983.18,1414.83,1593.75,0.003327,0.046187,188.0,-56.02541,145.462219,12.407675,1.096673,2.021263,6.429211,-0.120303,-2.493431,-10.241136,-8.166243,-1.377203,-0.764193,-1.853407,7.569363,5.305118,5.484696,4.949404,4.734222,3.991666,3.693522,3.587556,3.703368,3.092625,3.214518,3.330516,3.128454
D:\pump\id_06\normal\00000154.wav,id_06,0,normal,0.260159,862.46,1205.78,1373.75,0.002824,0.058421,187.7,-66.33976,159.615433,8.353445,11.291291,-3.206528,6.031994,-1.419351,-4.948738,-10.880703,-6.735933,-4.585676,4.182629,2.903251,13.120587,11.395303,6.986021,6.201264,5.38371,6.193733,5.284884,5.447668,4.579006,4.902359,4.370044,4.515131,4.011254
D:\pump\id_04\abnormal\00000004.wav,id_04,1,abnormal,0.208106,2530.71,1943.14,4526.51,0.092969,0.235086,438.1,23.008108,41.558624,-6.597501,50.876671,0.688101,-1.273967,-3.146278,0.623894,0.124341,-3.190039,13.362389,9.704491,-3.821118,6.188478,6.912841,5.360528,5.330475,3.564123,3.111277,3.467836,3.628962,3.322175,3.634778,4.075583,3.263197,3.843369
D:\pump\id_02\normal\00000526.wav,id_02,0,normal,0.135631,1703.79,1817.81,3620.08,0.048861,0.120961,52.2,-23.417702,100.602585,-10.031238,8.72894,2.678683,14.398813,1.956821,-3.494593,-2.162455,-0.671183,1.745005,0.967956,1.376322,12.860343,10.645822,8.308342,6.819785,6.317006,6.364142,5.587824,4.742391,5.237683,5.396411,4.185845,4.575647,4.222438
D:\pump\id_00\abnormal\00000081.wav,id_00,1,abnormal,0.147429,1403.54,1491.07,2718.7,0.023634,0.10303,71.6,-37.964817,121.169655,-20.0357,-1.118778,-26.16601,-5.927021,-2.845744,-2.356424,-7.358016,-0.166055,-3.762014,-1.271923,-5.633641,10.440959,8.488195,6.452089,3.915549,3.431385,4.732669,4.696579,4.143291,4.074856,3.681746,3.581202,3.464918,3.887861
D:\pump\id_06\normal\00000263.wav,id_06,0,normal,0.254203,959.69,1310.59,1652.33,0.004136,0.046065,188.8,-49.531246,149.615265,0.721873,11.200852,-5.282584,17.052164,3.483474,-0.307115,-6.347747,-3.874382,0.949083,0.321244,-4.058259,4.009851,4.671467,3.595372,3.037476,3.173311,2.842099,2.856327,3.011238,3.236273,3.048054,2.965674,3.053389,3.030638
D:\pump\id_02\normal\00000941.wav,id_02,0,normal,0.154082,1637.01,1762.68,3389.95,0.034652,0.13285,1491.9,-22.871183,102.034943,-12.918173,11.46886,5.731918,17.862913,8.104425,-1.310413,2.07248,3.306653,-1.780702,-3.69429,-1.092848,10.465436,8.712012,6.83189,5.830675,5.535775,5.50176,5.104615,4.461591,4.836823,4.794689,3.964104,3.920817,4.349332
D:\pump\id_00\normal\00000621.wav,id_00,0,normal,0.101219,1592.18,1770.9,3369.11,0.041606,0.10496,166.8,-59.378063,106.691032,-5.318771,10.533671,-1.989206,7.234659,6.935936,7.324245,-1.927465,-2.236324,-6.524405,1.13872,0.711183,12.866825,10.113245,9.00912,7.561631,7.300509,7.345765,5.719812,5.598711,6.140087,5.689518,5.521178,5.106456,5.255157
D:\pump\id_02\normal\00000570.wav,id_02,0,normal,0.099811,1729.65,1829.54,3593.6,0.045555,0.121332,284.8,-59.164661,99.087082,-9.558449,3.288955,-0.053255,13.946022,8.167686,0.482324,1.5001,2.921994,1.75858,-2.148765,-3.880594,14.12675,11.4723,8.394627,7.897131,7.59643,6.688323,6.460887,5.405239,6.277408,5.404883,5.032263,4.787835,4.914879
D:\pump\id_00\abnormal\00000089.wav,id_00,1,abnormal,0.163721,1425.53,1493.42,2728.93,0.023416,0.104009,448.0,-31.119259,118.184441,-23.408892,-4.822273,-28.640072,-9.453277,-5.328938,-4.326233,-9.451947,-2.825668,-5.428245,-2.699275,-7.0192,12.445736,9.656604,6.317328,4.486482,3.758292,4.613202,4.700753,4.453408,4.531773,4.249824,3.913455,3.94199,3.652544
D:\pump\id_00\normal\00000254.wav,id_00,0,normal,0.107557,1861.3,1910.65,4051.57,0.070695,0.126997,71.6,-36.833611,89.279518,-2.756909,16.896151,-1.401403,12.582615,3.683183,5.290521,-2.22304,-1.428827,-3.610119,-0.20456,0.449101,12.717691,10.346923,8.826956,7.174386,6.500391,6.165614,5.877263,5.102971,4.767423,5.400399,4.331967,4.26423,4.442407
D:\pump\id_00\normal\00000065.wav,id_00,0,normal,0.155222,1975.27,1910.28,4090.53,0.088314,0.144215,165.9,7.142567,83.608871,-11.629641,13.205939,-0.016207,9.582641,3.978978,1.594195,-1.243667,-1.283222,-3.864193,2.209069,1.378553,14.211287,11.198408,9.215992,7.79336,7.890761,7.066008,7.233074,6.013939,6.150766,5.130219,5.341601,5.257655,5.024498
D:\pump\id_04\normal\00000669.wav,id_04,0,normal,0.249583,2461.56,2075.23,4876.9,0.055307,0.203535,42.5,21.249811,46.370415,-7.510486,30.41045,13.031933,2.616177,-14.562902,-2.560971,-0.646168,6.072245,20.491383,5.177441,-0.144661,4.313932,4.633276,4.130378,3.625359,3.785813,3.999181,3.023677,2.736843,3.089703,2.995709,2.876581,3.175513,3.266996
D:\pump\id_04\normal\00000670.wav,id_04,0,normal,0.252349,2346.46,2065.24,4744.23,0.058999,0.218206,429.8,30.962185,56.316692,-0.739747,34.937538,13.191166,-0.917647,-15.312037,-2.210647,-2.467329,2.785054,16.0443,0.30846,-6.277483,3.089973,2.985552,2.767733,2.98691,2.837604,2.716883,2.568612,3.030163,2.503273,3.116745,2.544024,2.955853,2.912794
D:\pump\id_04\normal\00000307.wav,id_04,0,normal,0.23855,2576.64,2091.22,5070.81,0.066885,0.263271,2305.3,28.897255,49.541683,-2.536085,30.517799,6.383582,-5.005548,-4.725806,6.228646,-5.462049,-2.606237,14.900768,-1.528492,-10.355393,3.389509,2.655127,2.579616,2.850157,2.874137,2.607112,2.483792,2.47263,2.504501,2.534406,2.528034,2.546839,2.581343
D:\pump\id_04\abnormal\00000017.wav,id_04,1,abnormal,0.22064,2584.04,1948.22,4699.53,0.159607,0.238787,159.6,56.586273,44.635746,-17.79126,25.930279,-6.30363,5.102433,-11.140075,-2.514372,4.362092,2.465614,1.673828,-3.417422,-6.263992,3.591646,2.74066,2.777371,3.076667,2.980525,3.297999,2.875054,3.20601,3.070757,2.811608,2.796938,2.892301,2.733685
D:\pump\id_02\normal\00000109.wav,id_02,0,normal,0.198201,1807.12,1907.17,3919.33,0.051828,0.126496,216.4,10.480531,89.829041,-3.600533,20.074682,7.847351,16.386528,4.573615,0.455278,0.661441,4.344239,-1.08327,-5.942231,-1.525791,10.90669,9.825756,8.750485,7.444058,7.503696,6.941158,6.287393,5.163857,5.975246,5.135387,5.099089,4.806376,5.574841
D:\pump\id_02\normal\00000344.wav,id_02,0,normal,0.196687,1644.59,1784.91,3499.5,0.040785,0.120827,100.0,9.990588,101.765091,-12.086917,10.887377,4.209671,17.983017,7.770924,-2.559036,-0.380046,-0.733844,3.150568,-1.225413,-2.99351,8.909145,8.005968,4.912823,5.409898,4.971735,4.700657,4.051855,4.778654,3.839371,4.409353,3.917927,3.696396,4.083302
D:\pump\id_02\normal\00000069.wav,id_02,0,normal,0.191652,1668.15,1819.6,3538.66,0.044839,0.12029,71.7,7.365433,100.503441,-7.911364,14.739832,6.903944,11.945813,2.92015,-3.803645,-0.544877,6.426961,1.063913,-5.431852,-3.052835,10.456244,9.666615,8.004193,6.897659,5.698373,5.93119,5.795284,4.73019,5.020658,4.867639,4.451513,3.904053,4.342838
D:\pump\id_06\normal\00000078.wav,id_06,0,normal,0.244709,934.31,1230.52,1618.24,0.003891,0.062297,187.8,-54.110817,153.316376,-0.601463,18.938492,-8.104635,5.482984,-5.94423,-4.372534,-10.814762,-5.226207,-3.666822,1.687224,2.787472,7.785901,7.497223,5.638552,4.778794,4.989903,4.247743,4.062427,3.549205,4.388824,3.457907,3.313095,2.790799,3.408473
D:\pump\id_02\abnormal\00000006.wav,id_02,1,abnormal,0.16634,1585.49,1772.17,3330.32,0.030308,0.119017,216.4,-21.350899,104.774757,-9.807265,4.924244,3.637152,19.916119,13.395349,1.229916,2.862085,4.204604,-0.631793,-3.198841,-1.882905,10.268408,8.859271,4.744472,5.207499,4.251132,4.188909,3.706969,3.550271,3.891548,3.596033,3.348651,3.513686,3.152758
D:\pump\id_00\normal\00000751.wav,id_00,0,normal,0.099208,1571.39,1761.49,3323.18,0.038495,0.101288,165.8,-63.731205,107.280403,-5.735899,10.545135,0.213975,11.548059,7.435582,6.973692,-0.051841,-3.169784,-4.374043,-0.177446,0.797511,12.789211,10.323891,9.405347,7.629416,7.837032,6.898477,7.422458,6.380611,6.1538,5.418867,5.282505,5.692985,4.856066
D:\pump\id_06\normal\00000477.wav,id_06,0,normal,0.203565,1147.4,1507.64,2395.59,0.012762,0.062341,284.2,-41.378967,133.134033,3.506442,25.33499,4.689872,10.297719,1.256253,-0.45176,-4.144294,-0.384437,-3.980198,-2.336493,0.505926,21.298685,18.541813,10.508777,9.01958,8.704053,7.285155,7.725585,6.005448,5.408501,5.493613,4.891101,4.422139,4.511924
D:\pump\id_06\normal\00000749.wav,id_06,0,normal,0.30032,918.59,1384.8,1631.09,0.002697,0.031403,188.3,-62.053421,142.683502,10.266138,14.512798,2.913922,15.82088,8.235138,4.310483,-4.340425,-2.929307,-2.789136,-1.523957,-3.72361,4.306234,3.823504,3.54953,2.975102,3.401757,3.187302,3.11842,3.09691,2.949835,2.829335,2.953106,2.759992,3.215187
D:\pump\id_06\normal\00000893.wav,id_06,0,normal,0.261404,1177.31,1546.53,2260.41,0.007881,0.055734,190.1,-32.554169,131.043472,6.783665,7.340798,-0.385118,3.701925,-0.658021,-1.692729,-9.541915,-5.104483,2.361829,1.898561,-4.623869,11.732976,9.737382,6.575234,6.641798,6.244462,6.143494,5.549698,4.968993,5.813049,5.148161,4.592896,4.346142,4.53327
D:\pump\id_06\abnormal\00000045.wav,id_06,1,abnormal,0.11517,1728.53,1860.62,3679.76,0.042913,0.107812,423.1,-53.775158,98.824249,-6.496397,1.089817,-6.184531,-1.34293,-8.404923,-13.477169,-10.366003,-4.022444,-4.436017,-5.456817,-2.247401,17.188869,8.445561,6.534451,6.136711,4.577087,5.126505,5.709052,5.086205,5.19347,4.365396,4.49167,6.102806,4.356143
D:\pump\id_00\normal\00000212.wav,id_00,0,normal,0.150718,2006.66,1960.83,4286.82,0.075747,0.138781,165.4,-4.58276,82.226448,-3.982065,10.558549,-7.367868,6.917467,3.2901,5.55608,1.699996,-0.174617,-5.307745,-5.583916,-3.592615,11.627621,7.880179,9.007096,8.074467,7.214438,6.711718,6.699358,5.730865,5.607597,5.588052,5.448531,5.407781,4.553639
D:\pump\id_04\normal\00000521.wav,id_04,0,normal,0.234747,2678.72,2111.43,5264.05,0.149091,0.245443,431.9,58.260818,44.770561,-8.593536,21.346607,3.341832,-0.773636,-11.836145,-2.769102,-5.407837,3.382656,11.229024,2.330504,-5.460091,7.720984,4.097907,3.488781,3.721333,3.331923,2.862769,3.244279,2.713857,2.663217,2.609694,3.048656,3.07084,3.939236
D:\pump\id_02\normal\00000184.wav,id_02,0,normal,0.198527,1868.57,1881.99,3928.04,0.061623,0.142296,47.5,21.289299,89.754341,-11.827142,8.10952,3.342146,12.398138,2.466235,-1.04868,-1.728102,5.937336,5.510018,1.227409,3.613227,10.226074,8.771961,8.102695,7.11154,5.81757,6.254525,6.3041,5.324219,5.434437,4.708076,5.55166,4.492039,4.581014
