file_path,machine_id,held_out_eval_machine,true_label,reconstruction_mse,val_threshold_95,predicted_label
D:\pump\id_00\normal\00000758.wav,id_00,id_00,0,0.124318,0.175691,0
D:\pump\id_00\normal\00000759.wav,id_00,id_00,0,0.101906,0.175691,0
D:\pump\id_00\normal\00000760.wav,id_00,id_00,0,0.121111,0.175691,0
D:\pump\id_00\normal\00000761.wav,id_00,id_00,0,0.115249,0.175691,0
D:\pump\id_00\normal\00000762.wav,id_00,id_00,0,0.112391,0.175691,0
D:\pump\id_00\normal\00000763.wav,id_00,id_00,0,0.115534,0.175691,0
D:\pump\id_00\normal\00000764.wav,id_00,id_00,0,0.114557,0.175691,0
D:\pump\id_00\normal\00000765.wav,id_00,id_00,0,0.105758,0.175691,0
D:\pump\id_00\normal\00000766.wav,id_00,id_00,0,0.10919,0.175691,0
D:\pump\id_00\normal\00000767.wav,id_00,id_00,0,0.110529,0.175691,0
D:\pump\id_00\normal\00000768.wav,id_00,id_00,0,0.117222,0.175691,0
D:\pump\id_00\normal\00000769.wav,id_00,id_00,0,0.105935,0.175691,0
D:\pump\id_00\normal\00000770.wav,id_00,id_00,0,0.104043,0.175691,0
D:\pump\id_00\normal\00000771.wav,id_00,id_00,0,0.107585,0.175691,0
D:\pump\id_00\normal\00000772.wav,id_00,id_00,0,0.101559,0.175691,0
D:\pump\id_00\normal\00000773.wav,id_00,id_00,0,0.104518,0.175691,0
D:\pump\id_00\normal\00000774.wav,id_00,id_00,0,0.10277,0.175691,0
D:\pump\id_00\normal\00000775.wav,id_00,id_00,0,0.104987,0.175691,0
D:\pump\id_00\normal\00000776.wav,id_00,id_00,0,0.110712,0.175691,0
D:\pump\id_00\normal\00000777.wav,id_00,id_00,0,0.102098,0.175691,0
D:\pump\id_00\normal\00000778.wav,id_00,id_00,0,0.121759,0.175691,0
D:\pump\id_00\normal\00000779.wav,id_00,id_00,0,0.111487,0.175691,0
D:\pump\id_00\normal\00000780.wav,id_00,id_00,0,0.115171,0.175691,0
D:\pump\id_00\normal\00000781.wav,id_00,id_00,0,0.131004,0.175691,0
D:\pump\id_00\normal\00000782.wav,id_00,id_00,0,0.107305,0.175691,0
D:\pump\id_00\normal\00000783.wav,id_00,id_00,0,0.118363,0.175691,0
D:\pump\id_00\normal\00000784.wav,id_00,id_00,0,0.127084,0.175691,0
D:\pump\id_00\normal\00000785.wav,id_00,id_00,0,0.115765,0.175691,0
D:\pump\id_00\normal\00000786.wav,id_00,id_00,0,0.11828,0.175691,0
D:\pump\id_00\normal\00000787.wav,id_00,id_00,0,0.115294,0.175691,0
D:\pump\id_00\normal\00000788.wav,id_00,id_00,0,0.105075,0.175691,0
D:\pump\id_00\normal\00000789.wav,id_00,id_00,0,0.10178,0.175691,0
D:\pump\id_00\normal\00000790.wav,id_00,id_00,0,0.104483,0.175691,0
D:\pump\id_00\normal\00000791.wav,id_00,id_00,0,0.104736,0.175691,0
D:\pump\id_00\normal\00000792.wav,id_00,id_00,0,0.115908,0.175691,0
D:\pump\id_00\normal\00000793.wav,id_00,id_00,0,0.105099,0.175691,0
D:\pump\id_00\normal\00000794.wav,id_00,id_00,0,0.108826,0.175691,0
D:\pump\id_00\normal\00000795.wav,id_00,id_00,0,0.099681,0.175691,0
D:\pump\id_00\normal\00000796.wav,id_00,id_00,0,0.119639,0.175691,0
D:\pump\id_00\normal\00000797.wav,id_00,id_00,0,0.123348,0.175691,0
D:\pump\id_00\normal\00000798.wav,id_00,id_00,0,0.121722,0.175691,0
D:\pump\id_00\normal\00000799.wav,id_00,id_00,0,0.116303,0.175691,0
D:\pump\id_00\normal\00000800.wav,id_00,id_00,0,0.116487,0.175691,0
D:\pump\id_00\normal\00000801.wav,id_00,id_00,0,0.114727,0.175691,0
D:\pump\id_00\normal\00000802.wav,id_00,id_00,0,0.103575,0.175691,0
D:\pump\id_00\normal\00000803.wav,id_00,id_00,0,0.102666,0.175691,0
D:\pump\id_00\normal\00000804.wav,id_00,id_00,0,0.104617,0.175691,0
D:\pump\id_00\normal\00000805.wav,id_00,id_00,0,0.117657,0.175691,0
D:\pump\id_00\normal\00000806.wav,id_00,id_00,0,0.107536,0.175691,0
D:\pump\id_00\normal\00000807.wav,id_00,id_00,0,0.127579,0.175691,0
D:\pump\id_00\normal\00000808.wav,id_00,id_00,0,0.099577,0.175691,0
D:\pump\id_00\normal\00000809.wav,id_00,id_00,0,0.109246,0.175691,0
D:\pump\id_00\normal\00000810.wav,id_00,id_00,0,0.108459,0.175691,0
D:\pump\id_00\normal\00000811.wav,id_00,id_00,0,0.11234,0.175691,0
D:\pump\id_00\normal\00000812.wav,id_00,id_00,0,0.117045,0.175691,0
D:\pump\id_00\normal\00000813.wav,id_00,id_00,0,0.125939,0.175691,0
D:\pump\id_00\normal\00000814.wav,id_00,id_00,0,0.145138,0.175691,0
D:\pump\id_00\normal\00000815.wav,id_00,id_00,0,0.128558,0.175691,0
D:\pump\id_00\normal\00000816.wav,id_00,id_00,0,0.157861,0.175691,0
D:\pump\id_00\normal\00000817.wav,id_00,id_00,0,0.133988,0.175691,0
D:\pump\id_00\normal\00000818.wav,id_00,id_00,0,0.127053,0.175691,0
D:\pump\id_00\normal\00000819.wav,id_00,id_00,0,0.12907,0.175691,0
D:\pump\id_00\normal\00000820.wav,id_00,id_00,0,0.132123,0.175691,0
D:\pump\id_00\normal\00000821.wav,id_00,id_00,0,0.132283,0.175691,0
D:\pump\id_00\normal\00000822.wav,id_00,id_00,0,0.143617,0.175691,0
D:\pump\id_00\normal\00000823.wav,id_00,id_00,0,0.134425,0.175691,0
D:\pump\id_00\normal\00000824.wav,id_00,id_00,0,0.154571,0.175691,0
D:\pump\id_00\normal\00000825.wav,id_00,id_00,0,0.132217,0.175691,0
D:\pump\id_00\normal\00000826.wav,id_00,id_00,0,0.141101,0.175691,0
D:\pump\id_00\normal\00000827.wav,id_00,id_00,0,0.140144,0.175691,0
D:\pump\id_00\normal\00000828.wav,id_00,id_00,0,0.129721,0.175691,0
D:\pump\id_00\normal\00000829.wav,id_00,id_00,0,0.136055,0.175691,0
D:\pump\id_00\normal\00000830.wav,id_00,id_00,0,0.13824,0.175691,0
D:\pump\id_00\normal\00000831.wav,id_00,id_00,0,0.136147,0.175691,0
D:\pump\id_00\normal\00000832.wav,id_00,id_00,0,0.126288,0.175691,0
D:\pump\id_00\normal\00000833.wav,id_00,id_00,0,0.133045,0.175691,0
D:\pump\id_00\normal\00000834.wav,id_00,id_00,0,0.135463,0.175691,0
D:\pump\id_00\normal\00000835.wav,id_00,id_00,0,0.124505,0.175691,0
D:\pump\id_00\normal\00000836.wav,id_00,id_00,0,0.131951,0.175691,0
D:\pump\id_00\normal\00000837.wav,id_00,id_00,0,0.136421,0.175691,0
D:\pump\id_00\normal\00000838.wav,id_00,id_00,0,0.130111,0.175691,0
D:\pump\id_00\normal\00000839.wav,id_00,id_00,0,0.146205,0.175691,0
D:\pump\id_00\normal\00000840.wav,id_00,id_00,0,0.14279,0.175691,0
D:\pump\id_00\normal\00000841.wav,id_00,id_00,0,0.147426,0.175691,0
D:\pump\id_00\normal\00000842.wav,id_00,id_00,0,0.119121,0.175691,0
D:\pump\id_00\normal\00000843.wav,id_00,id_00,0,0.126632,0.175691,0
D:\pump\id_00\normal\00000844.wav,id_00,id_00,0,0.149596,0.175691,0
D:\pump\id_00\normal\00000845.wav,id_00,id_00,0,0.1358,0.175691,0
D:\pump\id_00\normal\00000846.wav,id_00,id_00,0,0.136589,0.175691,0
D:\pump\id_00\normal\00000847.wav,id_00,id_00,0,0.143757,0.175691,0
D:\pump\id_00\normal\00000848.wav,id_00,id_00,0,0.13187,0.175691,0
D:\pump\id_00\normal\00000849.wav,id_00,id_00,0,0.140247,0.175691,0
D:\pump\id_00\normal\00000850.wav,id_00,id_00,0,0.127891,0.175691,0
D:\pump\id_00\normal\00000851.wav,id_00,id_00,0,0.144025,0.175691,0
D:\pump\id_00\normal\00000852.wav,id_00,id_00,0,0.132817,0.175691,0
D:\pump\id_00\normal\00000853.wav,id_00,id_00,0,0.13851,0.175691,0
D:\pump\id_00\normal\00000854.wav,id_00,id_00,0,0.13438,0.175691,0
D:\pump\id_00\normal\00000855.wav,id_00,id_00,0,0.134829,0.175691,0
D:\pump\id_00\normal\00000856.wav,id_00,id_00,0,0.142376,0.175691,0
D:\pump\id_00\normal\00000857.wav,id_00,id_00,0,0.127499,0.175691,0
D:\pump\id_00\normal\00000858.wav,id_00,id_00,0,0.128254,0.175691,0
D:\pump\id_00\normal\00000859.wav,id_00,id_00,0,0.135453,0.175691,0
D:\pump\id_00\normal\00000860.wav,id_00,id_00,0,0.123786,0.175691,0
D:\pump\id_00\normal\00000861.wav,id_00,id_00,0,0.148237,0.175691,0
D:\pump\id_00\normal\00000862.wav,id_00,id_00,0,0.127639,0.175691,0
D:\pump\id_00\normal\00000863.wav,id_00,id_00,0,0.128691,0.175691,0
D:\pump\id_00\normal\00000864.wav,id_00,id_00,0,0.12615,0.175691,0
D:\pump\id_00\normal\00000865.wav,id_00,id_00,0,0.135971,0.175691,0
D:\pump\id_00\normal\00000866.wav,id_00,id_00,0,0.124565,0.175691,0
D:\pump\id_00\normal\00000867.wav,id_00,id_00,0,0.158318,0.175691,0
D:\pump\id_00\normal\00000868.wav,id_00,id_00,0,0.130712,0.175691,0
D:\pump\id_00\normal\00000869.wav,id_00,id_00,0,0.125929,0.175691,0
D:\pump\id_00\normal\00000870.wav,id_00,id_00,0,0.14218,0.175691,0
D:\pump\id_00\normal\00000871.wav,id_00,id_00,0,0.13393,0.175691,0
D:\pump\id_00\normal\00000872.wav,id_00,id_00,0,0.133418,0.175691,0
D:\pump\id_00\normal\00000873.wav,id_00,id_00,0,0.13307,0.175691,0
D:\pump\id_00\normal\00000874.wav,id_00,id_00,0,0.131309,0.175691,0
D:\pump\id_00\normal\00000875.wav,id_00,id_00,0,0.191389,0.175691,1
D:\pump\id_00\normal\00000876.wav,id_00,id_00,0,0.133122,0.175691,0
D:\pump\id_00\normal\00000877.wav,id_00,id_00,0,0.138041,0.175691,0
D:\pump\id_00\normal\00000878.wav,id_00,id_00,0,0.133051,0.175691,0
D:\pump\id_00\normal\00000879.wav,id_00,id_00,0,0.122245,0.175691,0
D:\pump\id_00\normal\00000880.wav,id_00,id_00,0,0.169743,0.175691,0
D:\pump\id_00\normal\00000881.wav,id_00,id_00,0,0.11937,0.175691,0
D:\pump\id_00\normal\00000882.wav,id_00,id_00,0,0.117793,0.175691,0
D:\pump\id_00\normal\00000883.wav,id_00,id_00,0,0.12332,0.175691,0
D:\pump\id_00\normal\00000884.wav,id_00,id_00,0,0.126254,0.175691,0
D:\pump\id_00\normal\00000885.wav,id_00,id_00,0,0.1288,0.175691,0
D:\pump\id_00\normal\00000886.wav,id_00,id_00,0,0.150581,0.175691,0
D:\pump\id_00\normal\00000887.wav,id_00,id_00,0,0.127073,0.175691,0
D:\pump\id_00\normal\00000888.wav,id_00,id_00,0,0.12916,0.175691,0
D:\pump\id_00\normal\00000889.wav,id_00,id_00,0,0.193803,0.175691,1
D:\pump\id_00\normal\00000890.wav,id_00,id_00,0,0.159096,0.175691,0
D:\pump\id_00\normal\00000891.wav,id_00,id_00,0,0.125375,0.175691,0
D:\pump\id_00\normal\00000892.wav,id_00,id_00,0,0.121963,0.175691,0
D:\pump\id_00\normal\00000893.wav,id_00,id_00,0,0.122291,0.175691,0
D:\pump\id_00\normal\00000894.wav,id_00,id_00,0,0.144443,0.175691,0
D:\pump\id_00\normal\00000895.wav,id_00,id_00,0,0.122315,0.175691,0
D:\pump\id_00\normal\00000896.wav,id_00,id_00,0,0.153316,0.175691,0
D:\pump\id_00\normal\00000897.wav,id_00,id_00,0,0.134702,0.175691,0
D:\pump\id_00\normal\00000898.wav,id_00,id_00,0,0.118672,0.175691,0
D:\pump\id_00\normal\00000899.wav,id_00,id_00,0,0.138033,0.175691,0
D:\pump\id_00\normal\00000900.wav,id_00,id_00,0,0.130524,0.175691,0
D:\pump\id_00\normal\00000901.wav,id_00,id_00,0,0.129069,0.175691,0
D:\pump\id_00\normal\00000902.wav,id_00,id_00,0,0.123092,0.175691,0
D:\pump\id_00\normal\00000903.wav,id_00,id_00,0,0.138286,0.175691,0
D:\pump\id_00\normal\00000904.wav,id_00,id_00,0,0.199685,0.175691,1
D:\pump\id_00\normal\00000905.wav,id_00,id_00,0,0.12388,0.175691,0
D:\pump\id_00\normal\00000906.wav,id_00,id_00,0,0.122861,0.175691,0
D:\pump\id_00\normal\00000907.wav,id_00,id_00,0,0.12848,0.175691,0
D:\pump\id_00\normal\00000908.wav,id_00,id_00,0,0.150415,0.175691,0
D:\pump\id_00\normal\00000909.wav,id_00,id_00,0,0.124444,0.175691,0
D:\pump\id_00\normal\00000910.wav,id_00,id_00,0,0.117619,0.175691,0
D:\pump\id_00\normal\00000911.wav,id_00,id_00,0,0.123824,0.175691,0
D:\pump\id_00\normal\00000912.wav,id_00,id_00,0,0.121657,0.175691,0
D:\pump\id_00\normal\00000913.wav,id_00,id_00,0,0.126886,0.175691,0
D:\pump\id_00\normal\00000914.wav,id_00,id_00,0,0.117353,0.175691,0
D:\pump\id_00\normal\00000915.wav,id_00,id_00,0,0.13856,0.175691,0
D:\pump\id_00\normal\00000916.wav,id_00,id_00,0,0.119172,0.175691,0
D:\pump\id_00\normal\00000917.wav,id_00,id_00,0,0.128804,0.175691,0
D:\pump\id_00\normal\00000918.wav,id_00,id_00,0,0.1241,0.175691,0
D:\pump\id_00\normal\00000919.wav,id_00,id_00,0,0.124757,0.175691,0
D:\pump\id_00\normal\00000920.wav,id_00,id_00,0,0.182245,0.175691,1
D:\pump\id_00\normal\00000921.wav,id_00,id_00,0,0.11804,0.175691,0
D:\pump\id_00\normal\00000922.wav,id_00,id_00,0,0.118326,0.175691,0
D:\pump\id_00\normal\00000923.wav,id_00,id_00,0,0.175801,0.175691,1
D:\pump\id_00\normal\00000924.wav,id_00,id_00,0,0.130148,0.175691,0
D:\pump\id_00\normal\00000925.wav,id_00,id_00,0,0.123143,0.175691,0
D:\pump\id_00\normal\00000926.wav,id_00,id_00,0,0.124034,0.175691,0
D:\pump\id_00\normal\00000927.wav,id_00,id_00,0,0.12153,0.175691,0
D:\pump\id_00\normal\00000928.wav,id_00,id_00,0,0.12832,0.175691,0
D:\pump\id_00\normal\00000929.wav,id_00,id_00,0,0.133408,0.175691,0
D:\pump\id_00\normal\00000930.wav,id_00,id_00,0,0.127518,0.175691,0
D:\pump\id_00\normal\00000931.wav,id_00,id_00,0,0.125965,0.175691,0
D:\pump\id_00\normal\00000932.wav,id_00,id_00,0,0.128864,0.175691,0
D:\pump\id_00\normal\00000933.wav,id_00,id_00,0,0.136245,0.175691,0
D:\pump\id_00\normal\00000934.wav,id_00,id_00,0,0.12731,0.175691,0
D:\pump\id_00\normal\00000935.wav,id_00,id_00,0,0.120108,0.175691,0
D:\pump\id_00\normal\00000936.wav,id_00,id_00,0,0.116488,0.175691,0
D:\pump\id_00\normal\00000937.wav,id_00,id_00,0,0.135462,0.175691,0
D:\pump\id_00\normal\00000938.wav,id_00,id_00,0,0.124453,0.175691,0
D:\pump\id_00\normal\00000939.wav,id_00,id_00,0,0.142273,0.175691,0
D:\pump\id_00\normal\00000940.wav,id_00,id_00,0,0.170774,0.175691,0
D:\pump\id_00\normal\00000941.wav,id_00,id_00,0,0.119414,0.175691,0
D:\pump\id_00\normal\00000942.wav,id_00,id_00,0,0.126074,0.175691,0
D:\pump\id_00\normal\00000943.wav,id_00,id_00,0,0.133224,0.175691,0
D:\pump\id_00\normal\00000944.wav,id_00,id_00,0,0.132088,0.175691,0
D:\pump\id_00\normal\00000945.wav,id_00,id_00,0,0.11888,0.175691,0
D:\pump\id_00\normal\00000946.wav,id_00,id_00,0,0.120699,0.175691,0
D:\pump\id_00\normal\00000947.wav,id_00,id_00,0,0.123189,0.175691,0
D:\pump\id_00\normal\00000948.wav,id_00,id_00,0,0.135901,0.175691,0
D:\pump\id_00\normal\00000949.wav,id_00,id_00,0,0.131307,0.175691,0
D:\pump\id_00\normal\00000950.wav,id_00,id_00,0,0.133805,0.175691,0
D:\pump\id_00\normal\00000951.wav,id_00,id_00,0,0.120294,0.175691,0
D:\pump\id_00\normal\00000952.wav,id_00,id_00,0,0.12274,0.175691,0
D:\pump\id_00\normal\00000953.wav,id_00,id_00,0,0.130365,0.175691,0
D:\pump\id_00\normal\00000954.wav,id_00,id_00,0,0.124032,0.175691,0
D:\pump\id_00\normal\00000955.wav,id_00,id_00,0,0.126296,0.175691,0
D:\pump\id_00\normal\00000956.wav,id_00,id_00,0,0.13247,0.175691,0
D:\pump\id_00\normal\00000957.wav,id_00,id_00,0,0.120538,0.175691,0
D:\pump\id_00\normal\00000958.wav,id_00,id_00,0,0.13923,0.175691,0
D:\pump\id_00\normal\00000959.wav,id_00,id_00,0,0.117888,0.175691,0
D:\pump\id_00\normal\00000960.wav,id_00,id_00,0,0.12064,0.175691,0
D:\pump\id_00\normal\00000961.wav,id_00,id_00,0,0.128341,0.175691,0
D:\pump\id_00\normal\00000962.wav,id_00,id_00,0,0.125273,0.175691,0
D:\pump\id_00\normal\00000963.wav,id_00,id_00,0,0.115473,0.175691,0
D:\pump\id_00\normal\00000964.wav,id_00,id_00,0,0.130912,0.175691,0
D:\pump\id_00\normal\00000965.wav,id_00,id_00,0,0.130049,0.175691,0
D:\pump\id_00\normal\00000966.wav,id_00,id_00,0,0.119179,0.175691,0
D:\pump\id_00\normal\00000967.wav,id_00,id_00,0,0.114335,0.175691,0
D:\pump\id_00\normal\00000968.wav,id_00,id_00,0,0.126195,0.175691,0
D:\pump\id_00\normal\00000969.wav,id_00,id_00,0,0.130051,0.175691,0
D:\pump\id_00\normal\00000970.wav,id_00,id_00,0,0.126111,0.175691,0
D:\pump\id_00\normal\00000971.wav,id_00,id_00,0,0.139839,0.175691,0
D:\pump\id_00\normal\00000972.wav,id_00,id_00,0,0.135393,0.175691,0
D:\pump\id_00\normal\00000973.wav,id_00,id_00,0,0.124707,0.175691,0
D:\pump\id_00\normal\00000974.wav,id_00,id_00,0,0.144593,0.175691,0
D:\pump\id_00\normal\00000975.wav,id_00,id_00,0,0.127243,0.175691,0
D:\pump\id_00\normal\00000976.wav,id_00,id_00,0,0.113333,0.175691,0
D:\pump\id_00\normal\00000977.wav,id_00,id_00,0,0.13839,0.175691,0
D:\pump\id_00\normal\00000978.wav,id_00,id_00,0,0.13724,0.175691,0
D:\pump\id_00\normal\00000979.wav,id_00,id_00,0,0.119013,0.175691,0
D:\pump\id_00\normal\00000980.wav,id_00,id_00,0,0.135249,0.175691,0
D:\pump\id_00\normal\00000981.wav,id_00,id_00,0,0.126055,0.175691,0
D:\pump\id_00\normal\00000982.wav,id_00,id_00,0,0.131487,0.175691,0
D:\pump\id_00\normal\00000983.wav,id_00,id_00,0,0.121018,0.175691,0
D:\pump\id_00\normal\00000984.wav,id_00,id_00,0,0.118828,0.175691,0
D:\pump\id_00\normal\00000985.wav,id_00,id_00,0,0.119567,0.175691,0
D:\pump\id_00\normal\00000986.wav,id_00,id_00,0,0.135056,0.175691,0
D:\pump\id_00\normal\00000987.wav,id_00,id_00,0,0.119412,0.175691,0
D:\pump\id_00\normal\00000988.wav,id_00,id_00,0,0.168407,0.175691,0
D:\pump\id_00\normal\00000989.wav,id_00,id_00,0,0.120889,0.175691,0
D:\pump\id_00\normal\00000990.wav,id_00,id_00,0,0.127982,0.175691,0
D:\pump\id_00\normal\00000991.wav,id_00,id_00,0,0.115588,0.175691,0
D:\pump\id_00\normal\00000992.wav,id_00,id_00,0,0.116654,0.175691,0
D:\pump\id_00\normal\00000993.wav,id_00,id_00,0,0.154624,0.175691,0
D:\pump\id_00\normal\00000994.wav,id_00,id_00,0,0.133396,0.175691,0
D:\pump\id_00\normal\00000995.wav,id_00,id_00,0,0.122522,0.175691,0
D:\pump\id_00\normal\00000996.wav,id_00,id_00,0,0.133439,0.175691,0
D:\pump\id_00\normal\00000997.wav,id_00,id_00,0,0.128245,0.175691,0
D:\pump\id_00\normal\00000998.wav,id_00,id_00,0,0.127341,0.175691,0
D:\pump\id_00\normal\00000999.wav,id_00,id_00,0,0.122142,0.175691,0
D:\pump\id_00\normal\00001000.wav,id_00,id_00,0,0.129549,0.175691,0
D:\pump\id_00\normal\00001001.wav,id_00,id_00,0,0.130104,0.175691,0
D:\pump\id_00\normal\00001002.wav,id_00,id_00,0,0.131134,0.175691,0
D:\pump\id_00\normal\00001003.wav,id_00,id_00,0,0.128061,0.175691,0
D:\pump\id_00\normal\00001004.wav,id_00,id_00,0,0.136194,0.175691,0
D:\pump\id_00\normal\00001005.wav,id_00,id_00,0,0.139857,0.175691,0
D:\pump\id_00\abnormal\00000000.wav,id_00,id_00,1,0.089667,0.175691,0
D:\pump\id_00\abnormal\00000001.wav,id_00,id_00,1,0.084849,0.175691,0
D:\pump\id_00\abnormal\00000002.wav,id_00,id_00,1,0.093755,0.175691,0
D:\pump\id_00\abnormal\00000003.wav,id_00,id_00,1,0.091815,0.175691,0
D:\pump\id_00\abnormal\00000004.wav,id_00,id_00,1,0.084967,0.175691,0
D:\pump\id_00\abnormal\00000005.wav,id_00,id_00,1,0.094653,0.175691,0
D:\pump\id_00\abnormal\00000006.wav,id_00,id_00,1,0.092685,0.175691,0
D:\pump\id_00\abnormal\00000007.wav,id_00,id_00,1,0.092074,0.175691,0
D:\pump\id_00\abnormal\00000008.wav,id_00,id_00,1,0.095441,0.175691,0
D:\pump\id_00\abnormal\00000009.wav,id_00,id_00,1,0.091474,0.175691,0
D:\pump\id_00\abnormal\00000010.wav,id_00,id_00,1,0.085698,0.175691,0
D:\pump\id_00\abnormal\00000011.wav,id_00,id_00,1,0.098592,0.175691,0
D:\pump\id_00\abnormal\00000012.wav,id_00,id_00,1,0.087788,0.175691,0
D:\pump\id_00\abnormal\00000013.wav,id_00,id_00,1,0.088462,0.175691,0
D:\pump\id_00\abnormal\00000014.wav,id_00,id_00,1,0.095987,0.175691,0
D:\pump\id_00\abnormal\00000015.wav,id_00,id_00,1,0.085571,0.175691,0
D:\pump\id_00\abnormal\00000016.wav,id_00,id_00,1,0.092458,0.175691,0
D:\pump\id_00\abnormal\00000017.wav,id_00,id_00,1,0.098409,0.175691,0
D:\pump\id_00\abnormal\00000018.wav,id_00,id_00,1,0.098568,0.175691,0
D:\pump\id_00\abnormal\00000019.wav,id_00,id_00,1,0.095804,0.175691,0
D:\pump\id_00\abnormal\00000020.wav,id_00,id_00,1,0.097093,0.175691,0
D:\pump\id_00\abnormal\00000021.wav,id_00,id_00,1,0.094682,0.175691,0
D:\pump\id_00\abnormal\00000022.wav,id_00,id_00,1,0.093727,0.175691,0
D:\pump\id_00\abnormal\00000023.wav,id_00,id_00,1,0.097356,0.175691,0
D:\pump\id_00\abnormal\00000024.wav,id_00,id_00,1,0.094967,0.175691,0
D:\pump\id_00\abnormal\00000025.wav,id_00,id_00,1,0.100212,0.175691,0
D:\pump\id_00\abnormal\00000026.wav,id_00,id_00,1,0.147737,0.175691,0
D:\pump\id_00\abnormal\00000027.wav,id_00,id_00,1,0.153679,0.175691,0
D:\pump\id_00\abnormal\00000028.wav,id_00,id_00,1,0.14983,0.175691,0
D:\pump\id_00\abnormal\00000029.wav,id_00,id_00,1,0.154355,0.175691,0
D:\pump\id_00\abnormal\00000030.wav,id_00,id_00,1,0.154345,0.175691,0
D:\pump\id_00\abnormal\00000031.wav,id_00,id_00,1,0.144077,0.175691,0
D:\pump\id_00\abnormal\00000032.wav,id_00,id_00,1,0.144196,0.175691,0
D:\pump\id_00\abnormal\00000033.wav,id_00,id_00,1,0.143098,0.175691,0
D:\pump\id_00\abnormal\00000034.wav,id_00,id_00,1,0.146359,0.175691,0
D:\pump\id_00\abnormal\00000035.wav,id_00,id_00,1,0.145933,0.175691,0
D:\pump\id_00\abnormal\00000036.wav,id_00,id_00,1,0.149751,0.175691,0
D:\pump\id_00\abnormal\00000037.wav,id_00,id_00,1,0.150787,0.175691,0
D:\pump\id_00\abnormal\00000038.wav,id_00,id_00,1,0.148652,0.175691,0
D:\pump\id_00\abnormal\00000039.wav,id_00,id_00,1,0.157429,0.175691,0
D:\pump\id_00\abnormal\00000040.wav,id_00,id_00,1,0.143041,0.175691,0
D:\pump\id_00\abnormal\00000041.wav,id_00,id_00,1,0.140814,0.175691,0
D:\pump\id_00\abnormal\00000042.wav,id_00,id_00,1,0.159184,0.175691,0
D:\pump\id_00\abnormal\00000043.wav,id_00,id_00,1,0.14831,0.175691,0
D:\pump\id_00\abnormal\00000044.wav,id_00,id_00,1,0.146277,0.175691,0
D:\pump\id_00\abnormal\00000045.wav,id_00,id_00,1,0.151063,0.175691,0
D:\pump\id_00\abnormal\00000046.wav,id_00,id_00,1,0.149275,0.175691,0
D:\pump\id_00\abnormal\00000047.wav,id_00,id_00,1,0.157907,0.175691,0
D:\pump\id_00\abnormal\00000048.wav,id_00,id_00,1,0.147925,0.175691,0
D:\pump\id_00\abnormal\00000049.wav,id_00,id_00,1,0.145468,0.175691,0
D:\pump\id_00\abnormal\00000050.wav,id_00,id_00,1,0.150816,0.175691,0
D:\pump\id_00\abnormal\00000051.wav,id_00,id_00,1,0.156954,0.175691,0
D:\pump\id_00\abnormal\00000052.wav,id_00,id_00,1,0.115815,0.175691,0
D:\pump\id_00\abnormal\00000053.wav,id_00,id_00,1,0.124485,0.175691,0
D:\pump\id_00\abnormal\00000054.wav,id_00,id_00,1,0.128342,0.175691,0
D:\pump\id_00\abnormal\00000055.wav,id_00,id_00,1,0.117616,0.175691,0
D:\pump\id_00\abnormal\00000056.wav,id_00,id_00,1,0.113823,0.175691,0
D:\pump\id_00\abnormal\00000057.wav,id_00,id_00,1,0.118416,0.175691,0
D:\pump\id_00\abnormal\00000058.wav,id_00,id_00,1,0.118409,0.175691,0
D:\pump\id_00\abnormal\00000059.wav,id_00,id_00,1,0.113483,0.175691,0
D:\pump\id_00\abnormal\00000060.wav,id_00,id_00,1,0.119845,0.175691,0
D:\pump\id_00\abnormal\00000061.wav,id_00,id_00,1,0.127324,0.175691,0
D:\pump\id_00\abnormal\00000062.wav,id_00,id_00,1,0.120068,0.175691,0
D:\pump\id_00\abnormal\00000063.wav,id_00,id_00,1,0.123235,0.175691,0
D:\pump\id_00\abnormal\00000064.wav,id_00,id_00,1,0.115185,0.175691,0
D:\pump\id_00\abnormal\00000065.wav,id_00,id_00,1,0.1225,0.175691,0
D:\pump\id_00\abnormal\00000066.wav,id_00,id_00,1,0.119757,0.175691,0
D:\pump\id_00\abnormal\00000067.wav,id_00,id_00,1,0.120525,0.175691,0
D:\pump\id_00\abnormal\00000068.wav,id_00,id_00,1,0.112935,0.175691,0
D:\pump\id_00\abnormal\00000069.wav,id_00,id_00,1,0.128035,0.175691,0
D:\pump\id_00\abnormal\00000070.wav,id_00,id_00,1,0.186992,0.175691,1
D:\pump\id_00\abnormal\00000071.wav,id_00,id_00,1,0.180926,0.175691,1
D:\pump\id_00\abnormal\00000072.wav,id_00,id_00,1,0.17295,0.175691,0
D:\pump\id_00\abnormal\00000073.wav,id_00,id_00,1,0.173575,0.175691,0
D:\pump\id_00\abnormal\00000074.wav,id_00,id_00,1,0.181617,0.175691,1
D:\pump\id_00\abnormal\00000075.wav,id_00,id_00,1,0.173319,0.175691,0
D:\pump\id_00\abnormal\00000076.wav,id_00,id_00,1,0.164746,0.175691,0
D:\pump\id_00\abnormal\00000077.wav,id_00,id_00,1,0.171815,0.175691,0
D:\pump\id_00\abnormal\00000078.wav,id_00,id_00,1,0.070395,0.175691,0
D:\pump\id_00\abnormal\00000079.wav,id_00,id_00,1,0.076815,0.175691,0
